ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(3),SENTBIGRAMSUMMARY.TXT,0.42857,0.10949,0.17442,1
ROUGE-1,AFRICAN RUNNER MURDER(3),TWEETBIGRAMSUMMARY.TXT,0.31429,0.12644,0.18033,1
