ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(4),TWEETBIGRAMSUMMARY.TXT,0.28261,0.15854,0.20312,1
ROUGE-1,AFRICAN RUNNER MURDER(4),SENTBIGRAMSUMMARY.TXT,0.56522,0.21138,0.30769,1
