ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(1),SENTBIGRAMSUMMARY.TXT,0.36000,0.11613,0.17561,1
ROUGE-1,AFRICAN RUNNER MURDER(1),TWEETBIGRAMSUMMARY.TXT,0.20000,0.10989,0.14184,1
