ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(6),SENTBIGRAMSUMMARY.TXT,0.89583,0.22396,0.35833,1
ROUGE-1,AFRICAN RUNNER MURDER(6),TWEETBIGRAMSUMMARY.TXT,0.20833,0.13158,0.16129,1
