ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AURORA SHOOTING(5),MMRPRTWEETSUMMARY.TXT,0.26154,0.30909,0.28333,1
ROUGE-1,AURORA SHOOTING(5),MMRSORTETWEETSUMMARY.TXT,0.27692,0.32727,0.30000,1
