ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),MMRPRTWEETSUMMARY.TXT,0.30000,0.16216,0.21053,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),MMRSORTETWEETSUMMARY.TXT,0.47500,0.28788,0.35849,1
