ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(7),MMRPRTWEETSUMMARY.TXT,0.17073,0.12500,0.14433,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(7),MMRSORTETWEETSUMMARY.TXT,0.21951,0.14516,0.17476,1
