ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(8),MMRPRTWEETSUMMARY.TXT,0.17778,0.12698,0.14815,1
ROUGE-1,AFRICAN RUNNER MURDER(8),MMRSORTETWEETSUMMARY.TXT,0.17778,0.16000,0.16842,1
