ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(6),MMRPRTWEETSUMMARY.TXT,0.20833,0.14493,0.17094,1
ROUGE-1,AFRICAN RUNNER MURDER(6),MMRSORTETWEETSUMMARY.TXT,0.20833,0.16393,0.18349,1
