ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AURORA SHOOTING(4),MMRSORTETWEETSUMMARY.TXT,0.10811,0.06897,0.08421,1
ROUGE-1,AURORA SHOOTING(4),MMRPRTWEETSUMMARY.TXT,0.10811,0.06897,0.08421,1
