ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(3),MMRSORTETWEETSUMMARY.TXT,0.32143,0.24324,0.27692,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(3),MMRPRTWEETSUMMARY.TXT,0.19643,0.16418,0.17886,1
