ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(2),TWEETLEADNEWSSUMMARY.TXT,0.02439,0.02000,0.02198,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(2),SENTLEADNEWSSUMMARY.TXT,0.36585,0.18750,0.24793,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(2),RANDOMNEWSSUMMARY.TXT,0.21951,0.15000,0.17822,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(2),RANDOMTWEETSUMMARY.TXT,0.02439,0.01852,0.02105,1
