ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(8),TWEETLEADNEWSSUMMARY.TXT,0.15094,0.13333,0.14159,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(8),RANDOMTWEETSUMMARY.TXT,0.16981,0.11842,0.13953,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(8),RANDOMNEWSSUMMARY.TXT,0.41509,0.15172,0.22222,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(8),SENTLEADNEWSSUMMARY.TXT,0.28302,0.18293,0.22222,1
