ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(5),TWEETLEADNEWSSUMMARY.TXT,0.24074,0.15476,0.18841,1
ROUGE-1,AFRICAN RUNNER MURDER(5),RANDOMNEWSSUMMARY.TXT,0.18519,0.24390,0.21053,1
ROUGE-1,AFRICAN RUNNER MURDER(5),RANDOMTWEETSUMMARY.TXT,0.29630,0.20000,0.23881,1
ROUGE-1,AFRICAN RUNNER MURDER(5),SENTLEADNEWSSUMMARY.TXT,0.55556,0.29412,0.38462,1
