ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AURORA SHOOTING(3),RANDOMTWEETSUMMARY.TXT,0.30435,0.22222,0.25688,1
ROUGE-1,AURORA SHOOTING(3),RANDOMNEWSSUMMARY.TXT,0.34783,0.32000,0.33333,1
ROUGE-1,AURORA SHOOTING(3),SENTLEADNEWSSUMMARY.TXT,0.23913,0.20755,0.22222,1
ROUGE-1,AURORA SHOOTING(3),TWEETLEADNEWSSUMMARY.TXT,0.26087,0.16216,0.20000,1
