ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(7),SYSTEM3.TXT,0.40426,0.24675,0.30645,1
ROUGE-1,AFRICAN RUNNER MURDER(7),SYSTEM4.TXT,0.44681,0.27632,0.34146,1
ROUGE-1,AFRICAN RUNNER MURDER(7),SYSTEM2.TXT,0.36170,0.22368,0.27642,1
ROUGE-1,AFRICAN RUNNER MURDER(7),SYSTEM1.TXT,0.40426,0.30645,0.34862,1
