ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),SYSTEM2.TXT,0.27500,0.23913,0.25581,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),SYSTEM1.TXT,0.20000,0.22857,0.21333,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),SYSTEM3.TXT,0.27500,0.21154,0.23913,1
ROUGE-1,ASIANA AIRLINES FLIGHT 214(4),SYSTEM4.TXT,0.25000,0.17241,0.20408,1
