ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,AFRICAN RUNNER MURDER(8),SORTETWEETSUMMARY.TXT,0.17778,0.16000,0.16842,1
ROUGE-1,AFRICAN RUNNER MURDER(8),PRSENTSUMMARY.TXT,0.26667,0.21429,0.23762,1
ROUGE-1,AFRICAN RUNNER MURDER(8),SORTESENTSUMMARY.TXT,0.35556,0.19277,0.25000,1
ROUGE-1,AFRICAN RUNNER MURDER(8),PRTWEETSUMMARY.TXT,0.15556,0.17500,0.16471,1
